"DMF No",STATUS,"Submission Date","DMF Holder",Molecule
5068,A,6/22/1983,"NORDION CANADA INC","LEAD & THALLIUM 201-PRODUCED IN AECL TRID CHEM. ANNEX-VANCOUVER, CAN"
5091,A,7/04/1983,"FIS FABBRICA ITALIANA SINTETICI SPA","ACETYLCYSTEINE, USP"
5130,A,9/30/1983,"INOLEX CHEMICAL CO","AMMONIUM LACTATE"
5134,A,6/10/1983,"RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA","DOPAMINE HCl "
5138,A,10/27/1983,"SANOFI CHIMIE","CYANOCOBALAMIN PH. EUR. USP, JP"
5139,A,7/20/1983,"SIMS SRL","PROPRANOLOL HYDROCHLORIDE"
5147,A,10/28/1983,"SOCIETA ITALIANA MEDICINALI SCANDICCI SIMS SRL","TETRAHYDROZOLINE HCl"
5161,A,12/01/1983,"CHINOIN PHARMACEUTICAL AND CHEMICAL WORKS PRIVATE CO LTD","SELEGILINE HYDROCHLORIDE"
5164,A,11/24/1983,"SOCIETA ITALIANA MEDICINALI SCANDICCI SIMS SRL","MEPIVACAINE HCl"
5196,A,12/13/1983,"ALBEMARLE CORP","BENZONATATE USP XX"
5198,A,10/26/1983,"MALLINCKRODT INC","Compap™ L (Acetaminophen USP 90% Anhydrous Basis)"
5202,A,1/03/1984,"PHARMACIA AND UPJOHN CO WHOLLY OWNED SUB PFIZER INC","DINOPROSTONE SYNTHETIC (BULK)"
5204,A,12/22/1983,"EXCELLA GMBH AND CO KG","TAMOXIFEN CITRATE"
5208,A,1/09/1984,"FIS FABBRICA ITALIANA SINTETICI SPA","OXAZEPAM, BULK FORM"
5223,A,12/16/1983,"FIS FABBRICA ITALIANA SINTETICI SPA",TEMAZEPAM
5240,A,2/09/1984,"SIEGFRIED EVIONNAZ SA",CARISOPRODOL
5261,A,1/23/1984,"MERCK AND CIE","CALCIUM FOLINATE ( CALCIUM LEUCOVORIN )"
5276,A,3/02/1984,"DYNAMIT NOBEL GMBH","NITROGLYCERINE 5% IN MIGLYOL 812 NEUTRAL OIL"
5282,A,2/27/1984,"FIS FABBRICA ITALIANA SINTETICI SPA","FLURAZEPAM HCl "
5319,A,4/06/1984,"PHARMACIA AND UPJOHN CO LLC WHOLLY OWNED SUB OF PFIZER INC","DINOPROST TROMETHAMINE"
5326,A,4/05/1984,"MALLINCKRODT INC","ACETAMINOPHEN USP"
5327,A,3/27/1984,"LUSOCHIMICA SPA","METAPROTERENOL SULFATE"
5335,A,4/13/1984,"MINAKEM HIGH POTENT","VINBLASTINE SULFATE"
5381,A,6/01/1984,"SI GROUP","IBUPROFEN "
5384,A,6/06/1984,"KATWIJK CHEMIE BV","PHENYTOIN/PHENYTOIN SODIUM"
5389,A,5/11/1984,"BAYER AG","MEDROXYPROGESTERONE ACETATE"
5390,A,6/06/1984,"KATWIJK CHEMIE BV","SULFACETAMIDE/SULFACETAMIDE SODIUM"
5399,A,5/22/1984,"UNION QUIMICO FARMACEUTICA SA (UQUIFA SA)","DOXYLAMINE SUCCINATE USP "
5404,A,4/10/1984,"DIPHARMA FRANCIS SRL","DOXEPIN HCl"
5408,A,3/19/1984,"FERMION OY","AZATHIOPRINE "
5412,A,2/07/1984,"INALCO SAS DI GIOVANNI CIPOLLETTI AND C","LACTULOSE 50% SYRUP"
5416,A,6/08/1984,"PRODUCTOS QUIMICOS NATURALES SA DE CV",PROGESTERONE
5440,A,6/29/1984,"CHEMTRADE SOLUTIONS LLC","POTASSIUM CHLORIDE "
5441,A,5/24/1984,"BOEHRINGER INGELHEIM PHARMA GMBH AND CO KG","HOMATROPINE METHYLBROMIDE"
5494,A,1/11/1984,"BOEHRINGER INGELHEIM PHARMA GMBH AND CO KG","ATROPINE SULFATE"
5497,A,7/30/1984,"CORDEN PHARMA BERGAMO SPA",CIMETIDINE
5498,A,6/11/1984,"PHARMACIA AND UPJOHN CO WHOLLY OWNED SUB PFIZER INC","HYDROCORTISONE ACETATE USP, MICRO & NON-MICRO "
5500,A,8/15/1984,"TEVA PHARMACEUTICAL INDUSTRIES LTD","TAMOXIFEN CITRATE USP"
5505,A,7/16/1984,"VALEANT PHARMACEUTICALS NORTH AMERICA","PYRIDOSTIGMINE BROMIDE"
5515,A,7/23/1984,"LOS ALAMOS NATIONAL LABORATORY DEPT ENERGY",STRONTIUM-82
5531,A,7/23/1984,"BROOKHAVEN NATIONAL LABORATORY",STRONTIUM-82
5542,A,9/27/1984,"NORDION CANADA INC","INDIUM-111 CHLORIDE"
5551,A,6/27/1984,"NORDION CANADA INC","STRONTIUM-82 CHLORIDE (SPALLATION)"
5555,A,10/01/1984,"COPPERHEAD INVESTMENTS INC","SDM-7 (20/80 NITROGLYCERIN/POLYMER MIXTURE)"
5560,A,10/10/1984,ISOCHEM,"INDORAMIN HYDROCHLORIDE"
5566,A,9/28/1984,"ORGAPHARM SAS",THIOTHIXENE
5579,A,10/22/1984,"SIEGFRIED LTD","OXICONAZOLE NITRATE "
5584,A,11/13/1984,"ALBEMARLE CORP","MECLOFENAMATE SODIUM USP"
5602,A,11/09/1984,"BAYER PHARMA AG","5-AMINOSALICYLIC ACID"
5605,A,11/09/1984,"SOCIETA ITALIANA MEDICINALI SCANDICCI SIMS SRL","METOPROLOL TARTRATE"
5616,A,10/17/1984,"CIPLA LTD","DANAZOL USP"
5648,A,12/07/1984,"FINE CHEMICALS CORP PTY LTD","FLUPHENAZINE HYDROCHLORIDE"
5673,A,12/10/1984,"ROHM AND HAAS CO LLC","DUOLITE™ AP143/1083 CHOLESTYRAMINE RESIN USP "
5674,A,12/20/1984,"FIS FABBRICA ITALIANA SINTETICI SPA","CLOMIPHENE CITRATE"
5677,A,12/20/1984,"YUNG ZIP CHEMICAL IND CO LTD","MEFENAMIC ACID"
5678,A,1/18/1985,PCAS,"VALPROIC ACID"
5684,A,9/04/1984,"TEVA PHARMACEUTICAL INDUSTRIES LTD","FLUOROMETHOLONE-17-ACETATE "
5693,A,1/24/1985,"CAMBREX KARLSKOGA AB","5-AMINOSALICYLIC ACID"
5717,A,2/06/1985,"FERMION OY","DILTIAZEM HCL"
5722,A,2/22/1985,"ALBEMARLE CORP","ORPHENADRINE CITRATE USP"
5740,A,2/27/1985,"GEDEON RICHTER PLC","ETHINYL ESTRADIOL USP"
5748,A,3/11/1985,"SIEGFRIED EVIONNAZ SA",METOLAZONE
5779,A,5/04/1984,"BOEHRINGER INGELHEIM PHARMA GMBH AND CO KG","EPINEPHRINE HYDROGENTARTRATE"
5782,A,4/08/1985,"XTTRIUM LABORATORIES INC","CHLORHEXIDINE GLUCONATE 20% SOLUTION USP"
5791,A,3/27/1985,"BOEHRINGER INGELHEIM PHARMA GMBH AND CO KG",ATROPINE
5795,A,4/10/1985,"LONZA AG",ETODOLAC
5796,A,4/03/1985,"FERMION OY","TOLNAFTATE USP "
5809,A,4/11/1985,"DELTA SYNTHETIC CO LTD","GUAIFENESIN "
5822,A,5/29/1985,"BOEHRINGER INGELHEIM PHARMA GMBH AND CO KG",EPINEPHRINE
5827,A,5/10/1985,"MEDICHEM SA","CYCLOBENZAPRINE HCL"
5836,A,3/29/1985,"PHARMAZELL GMBH",N-ACETYL-L-CYSTEINE
5857,A,6/03/1985,"MALLINCKRODT INC","MORPHINE SULFATE"
5861,A,6/05/1985,"ALBEMARLE CORP","PROPRANOLOL HYDROCHLORIDE"
5864,A,6/06/1985,"DIPHARMA FRANCIS SRL","CYCLOBENZAPRINE HCL"
5876,A,6/10/1985,"MOEHS IBERICA SL","LIDOCAINE HYDROCHLORIDE"
5878,A,5/29/1985,"ASPEN API INC","HEPARIN SODIUM CRUDE (PORCINE)"
5882,A,6/27/1985,"PUROLITE CORP","SODIUM POLYSTYRENE SULFONATE"
5884,A,6/07/1985,"CORDEN PHARMA BERGAMO SPA",CARBADOX
5900,A,4/22/1985,"LUNDBECK PHARMACEUTICALS ITALY SPA","TRIMIPRAMINE MALEATE"
5912,A,5/15/1985,"BOEHRINGER INGELHEIM PHARMA GMBH AND CO KG","PHENYLEPHRINE HYDROCHLORIDE"
5925,A,7/19/1985,"JANSSEN PHARMACEUTICA NV","TERCONAZOLE (PRODUCT # R42470)"
5926,A,7/02/1985,"EVONIK TECHNOCHEMIE GMBH","CHLORHEXIDINE BASE "
5951,A,8/09/1985,"MERCK SANTE SAS","METFORMIN HYDROCHLORIDE "
5954,A,7/09/1985,"BOEHRINGER INGELHEIM CHEMICALS INC",METHOCARBAMOL
5967,A,8/13/1985,"SARTORIUS STEDIM NORTH AMERICA INC","FILTER MEMBRANE MATERIALS"
5974,A,8/20/1985,"NAPP TECHNOLOGIES LLC",SULFANILAMIDE
5977,A,8/19/1985,"TRIFARMA SPA","MINOXIDIL USP"
5984,A,8/27/1985,"CAMBREX KARLSKOGA AB","BUPIVACAINE HYDROCHLORIDE"
5991,A,9/03/1985,"TEVA PHARMACEUTICAL INDUSTRIES LTD","ALPHA METHYLDOPA USP"
6011,A,8/14/1985,"SEKISUI MEDICAL CO LTD","EPSILON-AMINO-N-CAPROIC ACID"
6012,A,9/09/1985,PCAS,"DESIPRAMINE HCL."
6026,A,9/03/1985,"FINE CHEMICALS CORP PTY LTD","FLUPHENAZINE DECANOATE"
6028,A,8/12/1985,"GATTEFOSSE SAS",SUPPOCIRE
6065,A,10/16/1985,"PHARMACIA AND UPJOHN SUB PFIZER INC","EPOPROSTENOL SODIUM (U-53,217A)"
6082,A,11/06/1985,"ADARE PHARMACEUTICALS INC","ACETAMINOPHEN, MICROENCAPSULATED"
6099,A,11/19/1985,"JOHNSON MATTHEY PHARMACEUTICAL MATERIALS","EDROPHONIUM CHLORIDE,BULK"
6108,A,10/11/1985,"ACE JAPAN CO LTD","SUCRALFATE (SUCROSE SULFATE ALUMINUM SALT)"
6114,A,12/02/1985,"BOEHRINGER INGELHEIM CHEMICALS INC","DOXAPRAM HYDROCHLORIDE"
6118,A,12/12/1985,"ADARE PHARMACEUTICALS INC","MICROCAPS® POTASSIUM CHLORIDE"
6148,A,12/23/1985,"SIGMA ALDRICH MANUFACTURING LLC","TRIPALMITIN "
6159,A,12/30/1985,"CAMBREX PROFARMACO MILANO SRL","CHLORDIAZEPOXIDE "
6170,A,1/24/1985,ISOCHEM,"ACETOHYDROXAMIC ACID"
6174,A,12/19/1985,"BAYER PHARMA AG",GESTODENE
6187,A,2/11/1986,"FIS FABBRICA ITALIANA SINTETICI SPA","SULINDAC "
6197,A,12/03/1985,"TEVA PHARMACEUTICAL INDUSTRIES LTD","NIFEDIPINE "
6213,A,3/05/1986,"TEVA PHARMACEUTICAL INDUSTRIES LTD","ATENOLOL "
6215,A,1/23/1986,"ASAHI KASEI FINECHEM CO LTD",CYTARABINE
6216,A,2/20/1986,"SIGMA ALDRICH MANUFACTURING LLC","PALMITIC ACID"
6217,A,2/25/1986,"JOHNSON MATTHEY PHARMACEUTICAL MATERIALS","FENTANYL BASE"
6231,A,3/11/1986,"SIEGFRIED USA LLC","METHADONE HYDROCHLORIDE USP"
6247,A,4/04/1986,"FERMION OY","NADOLOL "
6258,A,3/27/1986,"PHARMACIA AND UPJOHN CO WHOLLY OWNED SUB PFIZER INC","ESTRAMUSTINE PHOSPHATE SODIUM "
6265,A,4/11/1986,"MALLINCKRODT INC","NALTREXONE HCL "
6267,A,4/14/1986,"ATABAY KIMYA SANAYI VE TICARET AS","ACETAMINOPHEN "
6277,A,4/01/1986,"PFANSTIEHL INC","1-BETA-D-ARABINOFURANOSYL CYTOSINE (CYTARABINE)
"
6289,A,4/23/1986,"CU CHEMIE UETIKON GMBH","METHIMAZOLE "
6291,A,4/25/1986,"BACHEM AG","TRIPTORELIN PAMOATE"
6309,A,5/05/1986,"FINE CHEMICALS CORP PTY LTD",THIOTHIXENE
6324,A,3/01/1986,"ERREGIERRE SPA","CLOTRIMAZOLE USP-EP"
6339,A,3/14/1986,"FIS FABBRICA ITALIANA SINTETICI SPA","NIFEDIPINE USP "
6362,A,10/04/1984,"AVARA SHANNON PHARMACEUTICAL SERVICES LTD","ISOSORBIDE 5-MONONITRATE (5-ISM)"
6385,A,5/05/1983,"SANOFI WINTHROP INDUSTRIE","CORDARONE (AMIODARONE HYDROCHLORIDE)"
6391,A,5/09/1986,"DIPHARMA FRANCIS SRL","BENDROFLUMETHIAZIDE USP"
6411,A,6/12/1986,"MERCK KGAA","TITRIPLEX VS, DIETHYLENETRIAMINEPENTAACETIC ACID"
6412,A,6/12/1986,PCAS,"OXYBUTYNIN CHLORIDE USP"
6413,A,6/06/1986,"NORAMCO INC","CODEINE PHOSPHATE "
6421,A,6/18/1986,"FINE CHEMICALS CORP PTY LTD",BACLOFEN
6428,A,6/18/1986,"KATWIJK CHEMIE BV","VALPROIC ACID"
6440,A,6/27/1986,"NORDION CANADA INC","IODINE 123 CP VCR 804-2"
6492,A,7/23/1986,"DELMAR CHEMICALS INC","PENTAMIDINE ISETHIONATE"
6494,A,7/31/1986,"RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA","FLAVOXATE HYDROCHLORIDE"
6495,A,5/23/1986,"SOCIETA ITALIANA MEDICINALI SCANDICCI SIMS SRL","BUPIVACAINE HYDROCHLORIDE"
6499,A,7/28/1986,"CIPLA LTD","VINBLASTINE SULFATE USP"
6500,A,7/28/1986,"CIPLA LTD","VINCRISTINE SULFATE USP"
6504,A,7/29/1986,"BACHEM AMERICAS INC","SALMON CALCITONIN (SCT)"
6505,A,7/23/1986,"DIPHARMA FRANCIS SRL","NIFEDIPINE USP "
6522,A,8/07/1986,"CAMBREX PROFARMACO MILANO SRL","ALBUTEROL /SALBUTAMOL SULPHATE "
6525,A,8/11/1986,"PHARMACIA AND UPJOHN CO LLC WHOLLY OWNED SUB OF PFIZER INC","DEXAMETHASONE SODIUM PHOSPHATE USP"
6534,A,7/31/1986,"NORDION CANADA INC","SODIUM MOLYBDATE MO99"
6603,A,9/22/1986,"MOEHS IBERICA SL",TRIAMTERENE
6618,A,10/02/1986,"TEVA PHARMACEUTICAL INDUSTRIES LTD","ALBUTEROL BASE AND SULPHATE (SALBUTAMOL)"
6626,A,10/15/1986,"SCHERING PLOUGH AVONDALE CO",LORATADINE
6641,A,10/20/1986,"FIS FABBRICA ITALIANA SINTETICI SPA",CARBAMAZEPINE
6644,A,9/10/1986,"OLON SPA","TIMOLOL MALEATE"
6652,A,8/08/1986,"FERMION OY","TOREMIFENE CITRATE"
6658,A,10/29/1986,"EUTICALS SPA",SULFAPYRIDINE
6662,A,11/01/1986,"HERAEUS DEUTSCHLAND GMBH AND CO KG","CISPLATIN USP "
6686,A,11/14/1986,"LUSOCHIMICA SPA","DILTIAZEM HYDROCHLORIDE"
6687,A,11/18/1986,"HOVIONE FARMACIENCIA SA","BETAMETHASONE SODIUM PHOSPHATE"
6689,A,11/20/1986,"DIPHARMA FRANCIS SRL","DICLOFENAC SODIUM EP/USP "
6693,A,11/25/1986,"OLON SPA",MINOXIDIL
6711,A,12/02/1986,"MEDICHEM SA","CHLORHEXIDINE BASE "
6713,A,11/28/1986,"HOVIONE FARMACIENCIA SA","BETAMETHASONE 21-ACETATE"
6721,A,12/01/1986,"EXCELLA GMBH AND CO KG","TRAZODONE HYDROCHLORIDE"
6735,A,12/15/1986,"OLON SPA","TAMOXIFEN CITRATE"
6738,A,12/22/1986,"GE HEALTHCARE INC","SODIUM IODIDE I 123 PRODUCED VIA XENON XE 123"
6740,A,12/26/1986,"OKAMI CHEMICAL INDUSTRY CO LTD",TIOPRONIN
6761,A,1/05/1987,"CAMBREX PROFARMACO MILANO SRL","DILTIAZEM HCL "
6767,A,12/29/1986,"MEDICHEM SA","LOXAPINE SUCCINATE "
6771,A,1/15/1987,"BAYER PHARMA AG",CLOTRIMAZOLE
6778,A,1/09/1987,"DIPHARMA FRANCIS SRL","ISOSORBIDE-5-MONONITRATE (5-ISMN)"
6793,A,1/20/1987,"SOUTHWEST SYNTHETIC PHARMACEUTICAL CORP LTD","SULFAMETHOXAZOLE USP"
6795,A,1/20/1987,"SOUTHWEST SYNTHETIC PHARMACEUTICAL CORP LTD","TRIMETHOPRIM USP"
6814,A,1/23/1987,"TEVA PHARMACEUTICAL INDUSTRIES LTD","CLOBETASOL PROPIONATE"
6817,A,1/23/1987,"TEVA PHARMACEUTICAL INDUSTRIES LTD","PANCURONIUM BROMIDE"
6821,A,12/16/1986,"RELIANCE CELLULOSE PRODUCTS LTD","MICROCRYSTALLINE CELLULOSE"
6827,A,2/13/1987,"LEK PHARMACEUTICALS DD","BROMOCRIPTINE MESYLATE USP"
6838,A,2/27/1987,"TEVA PHARMACEUTICAL INDUSTRIES LTD","METOPROLOL TARTRATE USP"
6843,A,3/03/1987,"ALBEMARLE CORP","FENOPROFEN CALCIUM, USP+BP"
6853,A,3/10/1987,"UCB PHARMA SA","CETIRIZINE HYDROCHLORIDE"
6868,A,1/20/1987,"FINORGA SAS","ESMOLOL HYDROCHLORIDE"
6870,A,3/05/1987,"ERREGIERRE SPA","MICONAZOLE NITRATE"
6875,A,3/19/1987,"KANEKA CORP","N-[1(S)-ETHOXYCARBONYL-3-PHENYLPROPYL]-L-ALANINE (ALE)"
6877,A,3/06/1987,"SEKISUI MEDICAL CO LTD","CLEMASTINE FUMERATE"
6885,A,1/20/1987,"CIPLA LTD","ALBUTEROL SULFATE USP"
6887,A,3/16/1987,"MEDICHEM SA","AMOXAPINE "
6895,A,3/26/1987,"NOVARTIS PHARMA AG","POLY (DL-LACTIDE-CO-GLYCOLIDE)"
6908,A,4/07/1987,"SIGMA ALDRICH IRELAND LTD","DOXYLAMINE SUCCINATE USP"
6914,A,4/09/1987,"FINE CHEMICALS CORP PTY LTD","BENZTROPINE MESYLATE "
6924,A,4/08/1987,"MOEHS IBERICA SL","AMANTADINE HYDROCHLORIDE "
6930,A,4/07/1987,"MALLINCKRODT INC","OXYCODONE HYDROCHLORIDE USP (D)"
6936,A,4/08/1987,"TEVA PHARMACEUTICAL INDUSTRIES LTD","AMCINONIDE "
6947,A,4/07/1987,"BK GIULINI GMBH","PHOSKADENT NA 211 (SODIUMMONOFLUOROPHOSPHATE)"
6955,A,5/11/1987,"EUTICALS SPA","BROMOCRIPTINE MESYLATE"
6967,A,5/08/1987,"NORAMCO INC","MORPHINE SULFATE"
6972,A,5/13/1987,"MALLINCKRODT INC",IOVERSOL
6979,A,5/05/1987,"SOCIETA ITALIANA MEDICINALI SCANDICCI SIMS SRL",ATENOLOL
6981,A,5/27/1987,"YUNG ZIP CHEMICAL IND CO LTD","DICLOFENAC SODIUM"
6982,A,5/27/1987,"YUNG ZIP CHEMICAL IND CO LTD","MICONAZOLE NITRATE"
6983,A,5/22/1987,PCAS,"TIMOLOL MALEATE"
6989,A,5/29/1987,"COPPERHEAD INVESTMENTS INC","SDM 77 (10% NITROGLYCERIN IN SOLVATED ACRYLATE BASED ADHESIVE)"
6997,A,5/22/1987,"SIMS SRL",KETOPROFEN
7000,A,6/04/1987,"ABBOTT LABORATORIES","VERAPAMIL HYDROCHLORIDE"
7017,A,6/15/1987,"STREM CHEMICALS INC",CIS-PLATIN
7031,A,6/22/1987,"LUNDBECK PHARMACEUTICALS ITALY SPA",DIAZOXIDE
7033,A,6/18/1987,"DR REDDYS LABORATORIES LTD","BENZTROPINE MESYLATE"
7048,A,7/09/1987,"GLAXOSMITHKLINE LLC","CLAVULANATE POTASSIUM"
7050,A,7/06/1987,"MALLINCKRODT NUCLEAR MEDICINE LLC","INDIUM CHLORIDE IN-111"
7053,A,7/03/1987,"STRIDES SHASUN LTD","IBUPROFEN USP "
7077,A,7/14/1987,PCAS,"BACLOFEN "
7090,A,7/28/1987,"NORDMARK ARZNEIMITTEL GMBH AND CO KG",PANCRELIPASE
7094,A,8/04/1987,"CAMBREX PROFARMACO MILANO SRL","ALPRAZOLAM "
7096,A,8/04/1987,"OLON SPA","MAPROTILINE HYDROCHLORIDE"
7099,A,8/06/1987,"ASPEN OSS BV","BUPRENORPHINE HYDROCHLORIDE "
7110,A,8/18/1987,"SANDOZ GMBH","LIOTHYRONINE SODIUM"
7115,A,8/24/1987,"SANDOZ GMBH","CTAZ-TBE (CEFTAZIDIME-TERT.-BUTYLESTER)"
7145,A,9/17/1987,"JOHNSON MATTHEY INC",CARBOPLATIN
7151,A,9/22/1987,"TEVA PHARMACEUTICAL INDUSTRIES LTD","METOPROLOL TARTRATE "
7161,A,9/25/1987,"SA AJINOMOTO OMNICHEM NV","PRAZOSIN HYDROCHLORIDE"
7171,A,10/12/1987,"CIPLA LTD","MEBENDAZOLE USP"
7188,A,10/13/1987,PCAS,PINDOLOL
7197,A,10/28/1987,"ASPEN OSS BV","DESOGESTREL "
7214,A,10/29/1987,"SIEGFRIED EVIONNAZ SA","OXYBUTININ CHLORIDE "
7223,A,10/19/1987,"SEKISUI MEDICAL CO LTD","L-LEUCINE DRUG SUBSTANCE"
7237,A,11/20/1987,"MALLINCKRODT INC","HYDROMORPHONE HYDROCHLORIDE"
7239,A,11/30/1987,"TEVA PHARMACEUTICAL INDUSTRIES LTD","DILTIAZEM HYDROCHLORIDE USP "
7246,A,12/07/1987,"CORN PRODUCTS BRASIL INGREDIENTS INDUSTRIAIS LTDA",MANNITOL
7264,A,12/22/1987,"TEVA PHARMACEUTICAL INDUSTRIES LTD","TIMOLOL MALEATE "
7272,A,12/31/1987,"UNION QUIMICO FARMACEUTICA SA (UQUIFA SA)","CYCLOPENTOLATE HYDROCHLORIDE"
7282,A,1/13/1988,"NANJING PHARMACEUTICAL FACTORY CO LTD",SUCRALFATE
7306,A,1/27/1988,"MOEHS IBERICA SL","METOPROLOL TARTRATE"
7311,A,2/02/1988,"EXCELLA GMBH & CO KG",BACLOFEN
7324,A,2/05/1988,"PUROLITE CORP","CHOLESTYRAMINE RESIN USP "
7329,A,2/12/1988,"SIEGFRIED EVIONNAZ SA","CHOLINE-SALICYLATE 80% "
7333,A,2/08/1988,"SIEGFRIED EVIONNAZ SA","METHENAMINE HIPPURATE"
7340,A,2/17/1988,"TEVA PHARMACEUTICAL INDUSTRIES LTD","LOPERAMIDE HYDROCHLORIDE"
7356,A,2/29/1988,"ASTELLAS IRELAND CO LTD",FAMOTIDINE
7366,A,3/04/1988,"ASPEN OSS BV","ETHYNODIOL DIACETATE "
7376,A,3/04/1988,"FDC LTD","MICONAZOLE NITRATE USP"
7380,A,3/11/1988,"THE NIPPON SYNTHETIC CHEMICAL INDUSTRY CO LTD","VALPROIC ACID"
7408,A,3/30/1988,"PHYTEX AUSTRALIA PARTY LTD","SCOPOLAMINE BASE "
7409,A,3/28/1988,"CAMBREX PROFARMACO MILANO SRL","AMILORIDE HCL "
7410,A,3/30/1988,"PHYTEX AUSTRALIA PARTY LTD","METHSCOPOLAMINE BROMIDE"
7414,A,3/30/1988,"SIGMA ALDRICH IRELAND LTD","NORTRIPTYLINE HYDROCHLORIDE"
7415,A,3/30/1988,"PHYTEX AUSTRALIA PARTY LTD","SCOPOLAMINE HYDROBROMIDE"
7417,A,3/30/1988,"PHYTEX AUSTRALIA PARTY LTD","SCOPOLAMINE METHONITRATE"
7426,A,4/11/1988,"SIGNA SA DE CV","NADOLOL USP"
7445,A,4/22/1988,"TEVA PHARMACEUTICAL INDUSTRIES LTD","GEIBROZIL USP"
7453,A,4/28/1988,ISOCHEM,"LOPERAMIDE HYDROCHLORIDE"
7472,A,5/11/1988,"DIPHARMA FRANCIS SRL","PIROXICAM "
7474,A,5/11/1988,"OLON SPA","TRETINOIN "
7485,A,5/16/1988,"OLON SPA","ISOTRETINOIN "
7492,A,5/22/1988,"CHEMI SPA",DIFLUNISAL
7495,A,5/30/1988,"OLON SPA","PYRANTEL PAMOATE "
7504,A,6/03/1988,"MOEHS IBERICA SL",NIFEDIPINE
7505,A,6/01/1988,"FIS FABBRICA ITALIANA SINTETICI SPA",CLONAZEPAM
7525,A,6/12/1988,"STEROGENE BIOSEPARATIONS INC","PURIFICATION CHROMATOGRAPHY MEDIA USED IN THE PREPARATION OF PROTEINS"
7548,A,6/21/1988,"FIS FABBRICA ITALIANA SINTETICI SPA",CLOTRIMAZOLE
7557,A,6/22/1988,"TCI AMERICA","DICHLOROACETIC ACID SODIUM SALT"
7564,A,7/01/1988,"PARKER HANNIFIN MANUFACTURING LTD DOMNICK HUNTER PROCESS FILTRATION EUROPE","MICROPORUS FILTERS"
7568,A,7/11/1988,"DAIICHI SANKYO CO LTD","PRAVASTATIN SODIUM DRUG SUBSTANCE"
7581,A,7/15/1988,"IPCA LABORATORIES LTD","METOCLOPRAMIDE HCL USP"
7583,A,7/19/1988,"INSTITUTO MASSONE S A","MENOTROPIN "
7590,A,7/18/1988,"EXCELLA GMBH","CLOMIPHENE CITRATE"
7599,A,7/21/1988,"COSMA SPA",KETOPROFEN
7600,A,7/18/1988,"FIS FABBRICA ITALIANA SINTETICI SPA","DILTIAZEM HYDROCHLORIDE"
7617,A,8/02/1988,ISOCHEM,"AMIODARONE HYDROCHLORIDE"
7651,A,8/22/1988,"BLANVER FARMOQUIMICA LTDA","EXPLOSOL SODIUM STARCH GLYCOLATE NF"
7655,A,9/01/1988,"CAMBREX CHARLES CITY INC","5-AMINOSALICYLIC ACID"
7658,A,9/06/1988,"PFANSTIEHL INC","SODIUM DL-LACTATE SOLUTION 60%, USP (S-110, S110-M)"
7669,A,9/09/1988,"COSMA SPA","PYRANTEL PAMOATE"
7675,A,9/16/1988,"CAMBREX PROFARMACO MILANO SRL","GLYBURIDE "
7678,A,9/16/1988,"DIPHARMA FRANCIS SRL","GLYBURIDE "
7686,A,9/22/1988,"CU CHEMIE UETIKON GMBH","KETAMINE HYDROCHLORIDE "
7694,A,9/30/1988,"AJINOMOTO CO INC",2'3'-DIDEOXYINOSINE
7710,A,10/13/1988,"CAMBREX PROFARMACO MILANO SRL",GLIPIZIDE
7728,A,10/25/1988,"PHARMA-WALDHOF GMBH","ADENOSINE "
7766,A,11/18/1988,"SIEGFRIED LTD","NICOTINE "
7790,A,11/28/1988,"SIEGFRIED EVIONNAZ SA","PHENELZINE SULFATE"
7799,A,12/02/1988,"KYOWA HAKKO BIO CO LTD","MANUFACTURING AND QUALITY INFORMATION ON L-GLUTATHIONE OXIDIZED"
7801,A,12/08/1988,"MITSUBISHI TANABE PHARMA CORP","MCI-9038 ARGATROBAN DRUG SUB."
7809,A,12/12/1988,"FDC LTD","ALBUTEROL SULFATE USP"
7822,A,12/15/1988,"IPCA LABORATORIES LTD","PYRANTEL PAMOATE USP"
7829,A,12/12/1988,"PRODUCTOS QUIMICOS NATURALES SA DE CV PROQUINA","D.H.A. PURE PRASTERONE"
7843,A,12/19/1988,"SIEGFRIED EVIONNAZ SA",BENZONATATE
7846,A,12/29/1988,"DIPHARMA FRANCIS SRL","NORTRIPTYLINE HCL"
7882,A,1/24/1989,"EGIS PHARMACEUTICALS PLC","PROMETHAZINE HCL"
7884,A,1/21/1989,"NICOBRAND LTD",NICOTINE
7890,A,1/25/1989,"MALLINCKRODT INC","DCI-90 "
7901,A,1/26/1989,"3M PURIFICATION INC","ZETAPOR™ NYLON MEMBRANE CARTRIDGE PRODUCTS: LIFEASSURE PSA SERIES, LIFEASSURE BLA SERIES, LIFEASSURE PLA SERIES, LIFEASSURE 020S4, 045SP, 020SP, AND 020ST SERIES, AND LIFEASSURE MEMBRANE DISC PRODUCTS "
7916,A,1/27/1989,"ERIMOS TECHNOLOGIES LLC","NORDIHYDROGUAIARETIC ACID (NDGA) OR MASOPROCOL"
7933,A,2/20/1989,"COSMA SPA",ATENOLOL
7937,A,2/16/1989,"KATWIJK CHEMIE BV",ETHOSUXIMIDE
7939,A,2/08/1989,"LUPIN LTD",7-ADCA
7940,A,2/21/1989,"PUROLITE CORP","POLACRILIN POTASSIUM "
