Active Ingredient,Product Brand Name,Form,Dosage,TE Code,Product Application Type,Product Application No,Product Applicant Name,Marketing Status,Product Marketer Name
ACETAMINOPHEN;OXYCODONE HYDROCHLORIDE,OXYCODONE AND ACETAMINOPHEN,TABLET;ORAL,325MG;5MG,AA,ANDA,40105,VINTAGE PHARMS,Prescription,"RedPharm Drug, Inc,"
ACETAMINOPHEN;OXYCODONE HYDROCHLORIDE,OXYCODONE AND ACETAMINOPHEN,TABLET;ORAL,325MG;5MG,AA,ANDA,40171,WATSON LABS,Prescription,NULL
ACETAMINOPHEN;OXYCODONE HYDROCHLORIDE,OXYCODONE AND ACETAMINOPHEN,TABLET;ORAL,325MG;5MG,NULL,ANDA,40203,ACTAVIS ELIZABETH,Discontinued,NULL
ACETAMINOPHEN;OXYCODONE HYDROCHLORIDE,ROXILOX,CAPSULE;ORAL,500MG;5MG,NULL,ANDA,40061,ROXANE,Discontinued,NULL
ACETAMINOPHEN;PENTAZOCINE HYDROCHLORIDE,TALACEN,TABLET;ORAL,650MG;EQ25MGBASE,NULL,NDA,18458,SANOFI AVENTIS US,Discontinued,NULL
ACETAMINOPHEN;PROPOXYPHENE HYDROCHLORIDE,DARVOCET,TABLET;ORAL,325MG;32.5MG,NULL,NDA,16844,AAIPHARMA LLC,Discontinued,NULL
ACETAMINOPHEN;PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE AND ACETAMINOPHEN,TABLET;ORAL,650MG;65MG,NULL,ANDA,40139,WATSON LABS,Discontinued,NULL
ACETAMINOPHEN;PROPOXYPHENE NAPSYLATE,DARVOCET-N 100,TABLET;ORAL,"325MG;50MG,650MG;100MG",NULL,NDA,17122,XANODYNE PHARM,Discontinued,NULL
ACETAMINOPHEN;PROPOXYPHENE NAPSYLATE,DARVOCET-N 50,TABLET;ORAL,"325MG;50MG,650MG;100MG",NULL,NDA,17122,XANODYNE PHARM,Discontinued,NULL
ACETAMINOPHEN;TRAMADOL HYDROCHLORIDE,ULTRACET,TABLET;ORAL,325MG;37.5MG,AB,NDA,21123,JANSSEN PHARMS,Prescription,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
ACETAMINOPHEN;TRAMADOL HYDROCHLORIDE,ULTRACET,TABLET;ORAL,325MG;37.5MG,AB,NDA,21123,JANSSEN PHARMS,Prescription,"Physicians Total Care, Inc."
ACETAMINOPHEN;TRAMADOL HYDROCHLORIDE,ULTRACET,TABLET;ORAL,325MG;37.5MG,AB,NDA,21123,JANSSEN PHARMS,Prescription,Rebel Distributors Corp
ACETAMINOPHEN;TRAMADOL HYDROCHLORIDE,ULTRACET,TABLET;ORAL,325MG;37.5MG,AB,NDA,21123,JANSSEN PHARMS,Prescription,STAT Rx USA LLC
ACETAMINOPHEN;TRAMADOL HYDROCHLORIDE,ULTRACET,TABLET;ORAL,325MG;37.5MG,AB,NDA,21123,JANSSEN PHARMS,Prescription,"Janssen Pharmaceuticals, Inc."
ACETAMINOPHEN;TRAMADOL HYDROCHLORIDE,ULTRACET,TABLET;ORAL,325MG;37.5MG,AB,NDA,21123,JANSSEN PHARMS,Prescription,"PD-Rx Pharmaceuticals, Inc."
ACETAZOLAMIDE,ACETAZOLAMIDE,TABLET;ORAL,"125MG,250MG",AB,ANDA,40195,TARO,Prescription,A-S Medication Solutions
ACETAZOLAMIDE,ACETAZOLAMIDE,TABLET;ORAL,"125MG,250MG",AB,ANDA,40195,TARO,Prescription,Avera McKennan Hospital
ACETAZOLAMIDE,ACETAZOLAMIDE,TABLET;ORAL,"125MG,250MG",AB,ANDA,40195,TARO,Prescription,"Golden State Medical Supply, Inc."
ACETAZOLAMIDE,ACETAZOLAMIDE,TABLET;ORAL,"125MG,250MG",AB,ANDA,40195,TARO,Prescription,"NCS HealthCare of KY, Inc dba Vangard Labs"
ACETAZOLAMIDE,ACETAZOLAMIDE,TABLET;ORAL,"125MG,250MG",AB,ANDA,40195,TARO,Prescription,"PD-Rx Pharmaceuticals, Inc."
ACETAZOLAMIDE,ACETAZOLAMIDE,TABLET;ORAL,"125MG,250MG",AB,ANDA,40195,TARO,Prescription,"Taro Pharmaceuticals U.S.A., Inc."
ACETAZOLAMIDE,DIAMOX,"CAPSULE,EXTENDEDRELEASE;ORAL",500MG,AB,NDA,12945,TEVA BRANDED PHARM,Prescription,Barr Laboratories Inc.
ACETAZOLAMIDE,DIAMOX,"CAPSULE,EXTENDEDRELEASE;ORAL",500MG,AB,NDA,12945,TEVA BRANDED PHARM,Prescription,"Teva Women's Health, Inc."
ACETAZOLAMIDE,DIAMOX,TABLET;ORAL,"125MG,250MG",NULL,NDA,8943,TEVA BRANDED PHARM,Discontinued,NULL
ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,INJECTABLE;INJECTION,EQ500MGBASE/VIAL,AP,ANDA,40089,WEST-WARD PHARMS INT,Prescription,West-Ward Pharmaceuticals Corp
ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,INJECTABLE;INJECTION,EQ500MGBASE/VIAL,NULL,ANDA,40108,HOSPIRA,Discontinued,NULL
ACETAZOLAMIDE SODIUM,DIAMOX,INJECTABLE;INJECTION,EQ500MGBASE/VIAL,NULL,NDA,9388,TEVA WOMENS,Discontinued,NULL
"ACETIC ACID, GLACIAL",ACETIC ACID,SOLUTION/DROPS;OTIC,2%,AT,ANDA,40166,WOCKHARDT,Prescription,"Morton Grove Pharmaceuticals, Inc."
"ACETIC ACID, GLACIAL",ACETIC ACID,SOLUTION/DROPS;OTIC,2%,AT,ANDA,40166,WOCKHARDT,Prescription,Unit Dose Services
"ACETIC ACID, GLACIAL",ACETIC ACID 0.25% IN PLASTIC CONTAINER,"SOLUTION;IRRIGATION,URETHRAL",250MG/100ML,AT,NDA,17656,ICU MEDICAL INC,Prescription,"Hospira, Inc."
"ACETIC ACID, GLACIAL",ACETIC ACID 0.25% IN PLASTIC CONTAINER,"SOLUTION;IRRIGATION,URETHRAL",250MG/100ML,AT,NDA,18161,B BRAUN,Prescription,B. Braun Medical Inc.
"ACETIC ACID, GLACIAL",ACETIC ACID 0.25% IN PLASTIC CONTAINER,"SOLUTION;IRRIGATION,URETHRAL",250MG/100ML,AT,NDA,18523,BAXTER HLTHCARE,Prescription,Baxter Healthcare Corporation
"ACETIC ACID, GLACIAL",VOSOL,SOLUTION/DROPS;OTIC,2%,AT,NDA,12179,HI TECH PHARMA,Prescription,A-S Medication Solutions
"ACETIC ACID, GLACIAL",VOSOL,SOLUTION/DROPS;OTIC,2%,AT,NDA,12179,HI TECH PHARMA,Prescription,"Dispensing Solutions, Inc."
"ACETIC ACID, GLACIAL",VOSOL,SOLUTION/DROPS;OTIC,2%,AT,NDA,12179,HI TECH PHARMA,Prescription,"ECR Pharmaceuticals Co., Inc."
"ACETIC ACID, GLACIAL",VOSOL,SOLUTION/DROPS;OTIC,2%,AT,NDA,12179,HI TECH PHARMA,Prescription,"Hi-Tech Pharmacal Co., Inc."
"ACETIC ACID, GLACIAL",VOSOL,SOLUTION/DROPS;OTIC,2%,AT,NDA,12179,HI TECH PHARMA,Prescription,Lake Erie Medical DBA Quality Care Products LLC
"ACETIC ACID, GLACIAL",VOSOL,SOLUTION/DROPS;OTIC,2%,AT,NDA,12179,HI TECH PHARMA,Prescription,Rebel Distributors Corp
"ACETIC ACID, GLACIAL;ALUMINUM ACETATE",ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE,SOLUTION/DROPS;OTIC,2%;0.79%,NULL,ANDA,40063,BAUSCH AND LOMB,Discontinued,Bausch & Lomb Incorporated
"ACETIC ACID, GLACIAL;ALUMINUM ACETATE",ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE,SOLUTION/DROPS;OTIC,2%;0.79%,NULL,ANDA,40063,BAUSCH AND LOMB,Discontinued,Major Pharmaceuticals
"ACETIC ACID, GLACIAL;DESONIDE",TRIDESILON,SOLUTION/DROPS;OTIC,2%;0.05%,NULL,NDA,17914,BAYER PHARMS,Discontinued,NULL
"ACETIC ACID, GLACIAL;HYDROCORTISONE",HYDROCORTISONE AND ACETIC ACID,SOLUTION/DROPS;OTIC,2%;1%,NULL,ANDA,40097,BAUSCH AND LOMB,Discontinued,NULL
"ACETIC ACID, GLACIAL;HYDROCORTISONE",HYDROCORTISONE AND ACETIC ACID,SOLUTION/DROPS;OTIC,2%;1%,NULL,ANDA,40168,WOCKHARDT,Discontinued,NULL
"ACETIC ACID, GLACIAL;HYDROCORTISONE",VOSOL HC,SOLUTION/DROPS;OTIC,2%;1%,AT,NDA,12770,HI TECH PHARMA,Prescription,"ECR Pharmaceuticals Co., Inc."
"ACETIC ACID, GLACIAL;HYDROCORTISONE",VOSOL HC,SOLUTION/DROPS;OTIC,2%;1%,AT,NDA,12770,HI TECH PHARMA,Prescription,"Hi-Tech Pharmacal Co., Inc."
ACETOHEXAMIDE,DYMELOR,TABLET;ORAL,"500MG,250MG",NULL,NDA,13378,LILLY,Discontinued,NULL
ACETOHYDROXAMIC ACID,LITHOSTAT,TABLET;ORAL,250MG,NULL,NDA,18749,MISSION PHARMA,Prescription,Mission Pharmacal Company
ACETOPHENAZINE MALEATE,TINDAL,TABLET;ORAL,20MG,NULL,NDA,12254,SCHERING,Discontinued,NULL
ACETRIZOATE SODIUM,SALPIX,SOLUTION;INTRAUTERINE,53%,NULL,NDA,9008,ORTHO MCNEIL PHARM,Discontinued,NULL
ACETYLCHOLINE CHLORIDE,MIOCHOL,FORSOLUTION;OPHTHALMIC,20MG/VIAL,NULL,NDA,16211,NOVARTIS,Discontinued,NULL
ACETYLCHOLINE CHLORIDE,MIOCHOL-E,FORSOLUTION;OPHTHALMIC,20MG/VIAL,NULL,NDA,20213,BAUSCH AND LOMB,Prescription,Bausch & Lomb Incorporated
ACETYLCYSTEINE,ACETADOTE,INJECTABLE;INTRAVENOUS,6GM/30ML(200MG/ML),AP,NDA,21539,CUMBERLAND PHARMS,Prescription,Cumberland Pharmaceuticals Inc.
ACETYLCYSTEINE,ACETADOTE,INJECTABLE;INTRAVENOUS,6GM/30ML(200MG/ML),AP,NDA,21539,CUMBERLAND PHARMS,Prescription,"Paddock Laboratories, LLC"
ACETYLCYSTEINE,MUCOMYST,"SOLUTION;INHALATION,ORAL","20%,10%",NULL,NDA,13601,APOTHECON,Discontinued,NULL
ACETYLCYSTEINE;ISOPROTERENOL HYDROCHLORIDE,MUCOMYST W/ ISOPROTERENOL,SOLUTION;INHALATION,10%;0.05%,NULL,NDA,17366,MEAD JOHNSON,Discontinued,NULL
ACETYLDIGITOXIN,ACYLANID,TABLET;ORAL,0.1MG,NULL,NDA,9436,NOVARTIS,Discontinued,NULL
ACITRETIN,SORIATANE,CAPSULE;ORAL,"10MG,25MG,17.5MG,22.5MG",AB,NDA,19821,STIEFEL LABS INC,Prescription,GlaxoSmithKline Manufacturing SpA
ACITRETIN,SORIATANE,CAPSULE;ORAL,"10MG,25MG,17.5MG,22.5MG",AB,NDA,19821,STIEFEL LABS INC,Prescription,Prasco Laboratories
ACITRETIN,SORIATANE,CAPSULE;ORAL,"10MG,25MG,17.5MG,22.5MG",AB,NDA,19821,STIEFEL LABS INC,Prescription,Stiefel Laboratories Inc
ACRISORCIN,AKRINOL,CREAM;TOPICAL,2MG/GM,NULL,NDA,12470,SCHERING,Discontinued,NULL
ACRIVASTINE;PSEUDOEPHEDRINE HYDROCHLORIDE,SEMPREX-D,CAPSULE;ORAL,8MG;60MG,NULL,NDA,19806,AUXILIUM PHARMS LLC,Prescription,"Actient Pharmaceuticals, LLC"
ACYCLOVIR,ZOVIRAX,CAPSULE;ORAL,200MG,AB,NDA,18828,MYLAN PHARMS INC,Prescription,"Prestium Pharma, Inc."
ACYCLOVIR,ZOVIRAX,CAPSULE;ORAL,200MG,AB,NDA,18828,MYLAN PHARMS INC,Prescription,REMEDYREPACK INC.
ACYCLOVIR,ZOVIRAX,CREAM;TOPICAL,5%,NULL,NDA,21478,VIB,Prescription,Rebel Distributors Corp
ACYCLOVIR,ZOVIRAX,CREAM;TOPICAL,5%,NULL,NDA,21478,VIB,Prescription,Valeant Pharmaceuticals North America LLC
ACYCLOVIR,ZOVIRAX,OINTMENT;TOPICAL,5%,AB,NDA,18604,VALEANT BERMUDA,Prescription,"Actavis Pharma, Inc."
ACYCLOVIR,ZOVIRAX,OINTMENT;TOPICAL,5%,AB,NDA,18604,VALEANT BERMUDA,Prescription,Valeant Pharmaceuticals North America LLC
ACYCLOVIR,ZOVIRAX,SUSPENSION;ORAL,200MG/5ML,AB,NDA,19909,MYLAN PHARMS INC,Prescription,"Prestium Pharma, Inc."
ACYCLOVIR,ZOVIRAX,SUSPENSION;ORAL,200MG/5ML,AB,NDA,19909,MYLAN PHARMS INC,Prescription,"Renaissance Pharma, Inc."
ACYCLOVIR,ZOVIRAX,TABLET;ORAL,"400MG,800MG",AB,NDA,20089,MYLAN PHARMS INC,Prescription,"Prestium Pharma, Inc."
ACYCLOVIR SODIUM,ZOVIRAX,INJECTABLE;INJECTION,"EQ500MGBASE/VIAL,EQ1GMBASE/VIAL,EQ250MGBASE/VIAL",NULL,NDA,18603,GLAXOSMITHKLINE,Discontinued,NULL
ACYCLOVIR;HYDROCORTISONE,XERESE,CREAM;TOPICAL,5%;1%,NULL,NDA,22436,VALEANT BERMUDA,Prescription,Valeant Pharmaceuticals North America LLC
ADAPALENE,DIFFERIN,CREAM;TOPICAL,0.10%,AB,NDA,20748,GALDERMA LABS LP,Prescription,"GALDERMA LABORATORIES, L.P"
ADAPALENE,DIFFERIN,CREAM;TOPICAL,0.10%,AB,NDA,20748,GALDERMA LABS LP,Prescription,Perrigo New York Inc
ADAPALENE,DIFFERIN,CREAM;TOPICAL,0.10%,AB,NDA,20748,GALDERMA LABS LP,Prescription,"Physicians Total Care, Inc."
ADAPALENE,DIFFERIN,GEL;TOPICAL,0.30%,AB,NDA,21753,GALDERMA LABS LP,Prescription,"Galderma Laboratories, L.P."
ADAPALENE,DIFFERIN,GEL;TOPICAL,0.30%,AB,NDA,21753,GALDERMA LABS LP,Prescription,"Owen Laboratories, Inc."
ADAPALENE,DIFFERIN,GEL;TOPICAL,0.30%,AB,NDA,21753,GALDERMA LABS LP,Prescription,"Physicians Total Care, Inc."
ADAPALENE,DIFFERIN,GEL;TOPICAL,0.30%,AB,NDA,21753,GALDERMA LABS LP,Prescription,Prasco Laboratories
ADAPALENE,DIFFERIN,GEL;TOPICAL,0.10%,NULL,NDA,20380,GALDERMA LABS LP,NULL,"Galderma Laboratories, L.P."
ADAPALENE,DIFFERIN,GEL;TOPICAL,0.10%,NULL,NDA,20380,GALDERMA LABS LP,NULL,"Physicians Total Care, Inc."
ADAPALENE,DIFFERIN,GEL;TOPICAL,0.10%,NULL,NDA,20380,GALDERMA LABS LP,NULL,"Taro Pharmaceuticals U.S.A., Inc."
ADAPALENE,DIFFERIN,GEL;TOPICAL,0.10%,NULL,NDA,20380,GALDERMA LABS LP,NULL,"The Proactiv Company, LLC"
ADAPALENE,DIFFERIN,LOTION;TOPICAL,0.10%,NULL,NDA,22502,GALDERMA LABS LP,Prescription,"Galderma Laboratories, L.P."
ADAPALENE,DIFFERIN,LOTION;TOPICAL,0.10%,NULL,NDA,22502,GALDERMA LABS LP,Prescription,"Owen Laboratories, Inc."
ADAPALENE,DIFFERIN,LOTION;TOPICAL,0.10%,NULL,NDA,22502,GALDERMA LABS LP,Prescription,"Physicians Total Care, Inc."
ADAPALENE,DIFFERIN,SOLUTION;TOPICAL,0.10%,NULL,NDA,20338,GALDERMA LABS LP,Discontinued,NULL
ADAPALENE;BENZOYL PEROXIDE,EPIDUO,GEL;TOPICAL,0.1%;2.5%,AB,NDA,22320,GALDERMA LABS LP,Prescription,"Galderma Laboratories, L.P."
ADAPALENE;BENZOYL PEROXIDE,EPIDUO,GEL;TOPICAL,0.1%;2.5%,AB,NDA,22320,GALDERMA LABS LP,Prescription,"Physicians Total Care, Inc."
ADAPALENE;BENZOYL PEROXIDE,EPIDUO,GEL;TOPICAL,0.1%;2.5%,AB,NDA,22320,GALDERMA LABS LP,Prescription,Prasco Laboratories
ADEFOVIR DIPIVOXIL,HEPSERA,TABLET;ORAL,10MG,AB,NDA,21449,GILEAD,Prescription,Excella GmbH
ADEFOVIR DIPIVOXIL,HEPSERA,TABLET;ORAL,10MG,AB,NDA,21449,GILEAD,Prescription,"Gilead Sciences, Inc."
ADENOSINE,ADENOCARD,INJECTABLE;INJECTION,3MG/ML,AP,NDA,19937,ASTELLAS,Prescription,"Astellas Pharma US, Inc."
ADENOSINE,ADENOCARD,INJECTABLE;INJECTION,3MG/ML,AP,NDA,19937,ASTELLAS,Prescription,Cardinal Health
ADENOSINE,ADENOSCAN,SOLUTION;IV(INFUSION),"60MG/20ML(3MG/ML),90MG/30ML(3MG/ML)",NULL,NDA,20059,ASTELLAS,Discontinued,"Astellas Pharma US, Inc."
ALATROFLOXACIN MESYLATE,TROVAN PRESERVATIVE FREE,INJECTABLE;INJECTION,"EQ200MGBASE/VIAL,EQ300MGBASE/VIAL",NULL,NDA,20760,PFIZER,Discontinued,NULL
ALBENDAZOLE,ALBENZA,TABLET;ORAL,200MG,NULL,NDA,20666,IMPAX LABS INC,Prescription,Amedra Pharmaceuticals LLC
ALBENDAZOLE,ALBENZA,TABLET;ORAL,200MG,NULL,NDA,20666,IMPAX LABS INC,Prescription,Central Texas Community Health Centers
ALBENDAZOLE,ALBENZA,TABLET;ORAL,200MG,NULL,NDA,20666,IMPAX LABS INC,Prescription,"Department of State Health Services, Pharmacy Branch"
ALBENDAZOLE,ALBENZA,TABLET;ORAL,200MG,NULL,NDA,20666,IMPAX LABS INC,Prescription,Mckesson Rxpak Inc
ALBUMIN CHROMATED CR-51 SERUM,CHROMALBIN,INJECTABLE;INJECTION,"100UCI/VIAL,250UCI/VIAL,500UCI/VIAL",NULL,NDA,17835,ISO TEX,Discontinued,NULL
ALBUMIN HUMAN,OPTISON,INJECTABLE;INJECTION,10MG/ML,NULL,NDA,20899,GE HEALTHCARE,Prescription,GE Healthcare Inc.
ALBUMIN IODINATED I-125 SERUM,JEANATOPE,INJECTABLE;INJECTION,"500UCI/0.5ML,1,000UCI/ML,100UCI/10ML(10UCI/ML)",NULL,NDA,17836,ISO TEX,Prescription,"Iso-Tex Diagnostics, Inc."
ALBUMIN IODINATED I-125 SERUM,RADIO-IODINATED (I 125) SERUM ALBUMIN (HUMAN),INJECTABLE;INJECTION,2.5UCI/AMP,NULL,NDA,17846,BAYER PHARMS,Discontinued,NULL
ALBUMIN IODINATED I-125 SERUM,RADIOIODINATED SERUM ALBUMIN (HUMAN) IHSA I 125,INJECTABLE;INJECTION,"10UCI/ML,100UCI/ML,6.67UCI/ML",NULL,NDA,17844,MALLINCKRODT,Discontinued,NULL
ALBUMIN IODINATED I-131 SERUM,MEGATOPE,INJECTABLE;INJECTION,"0.5MCI/VIAL,1MCI/VIAL,2MCI/VIAL,5UCI/AMP,20UCI/AMP",NULL,NDA,17837,ISO TEX,Prescription,"Iso-Tex Diagnostics, Inc."
ALBUTEROL SULFATE,ACCUNEB,SOLUTION;INHALATION,"EQ0.042%BASE,EQ0.021%BASE",AN,NDA,20949,MYLAN SPECIALITY LP,Prescription,Mylan Pharmaceuticals Inc.
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,"H.J. Harkins Company, Inc."
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,"NuCare Pharmaceuticals,Inc."
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,"Preferred Pharmaceuticals, Inc"
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,Proficient Rx LP
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,Rebel Distributors Corp
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,REMEDYREPACK INC.
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,"Teva Respiratory, LLC"
ALBUTEROL SULFATE,PROAIR HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,21457,TEVA BRANDED PHARM,Prescription,TYA Pharmaceuticals
ALBUTEROL SULFATE,PROVENTIL,"AEROSOL,METERED;INHALATION",0.09MG/INH,NULL,NDA,17559,SCHERING,Discontinued,NULL
ALBUTEROL SULFATE,PROVENTIL,SOLUTION;INHALATION,"EQ0.5%BASE,EQ0.083%BASE",NULL,NDA,19243,SCHERING,Discontinued,NULL
ALBUTEROL SULFATE,PROVENTIL,SYRUP;ORAL,EQ2MGBASE/5ML,NULL,NDA,18062,SCHERING,Discontinued,NULL
ALBUTEROL SULFATE,PROVENTIL,"TABLET,EXTENDEDRELEASE;ORAL",EQ4MGBASE,NULL,NDA,19383,SCHERING,Discontinued,NULL
ALBUTEROL SULFATE,PROVENTIL,TABLET;ORAL,"EQ2MGBASE,EQ4MGBASE",NULL,NDA,17853,SCHERING,Discontinued,NULL
ALBUTEROL SULFATE,PROVENTIL-HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20503,3M DRUG DELIVERY,Prescription,A-S Medication Solutions
ALBUTEROL SULFATE,PROVENTIL-HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20503,3M DRUG DELIVERY,Prescription,Lake Erie Medical DBA Quality Care Products LLC
ALBUTEROL SULFATE,PROVENTIL-HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20503,3M DRUG DELIVERY,Prescription,Merck Sharp & Dohme Corp.
ALBUTEROL SULFATE,PROVENTIL-HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20503,3M DRUG DELIVERY,Prescription,"Physicians Total Care, Inc."
ALBUTEROL SULFATE,PROVENTIL-HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20503,3M DRUG DELIVERY,Prescription,Rebel Distributors Corp.
ALBUTEROL SULFATE,VENTOLIN,"AEROSOL,METERED;INHALATION",0.09MG/INH,NULL,NDA,18473,GLAXOSMITHKLINE,Discontinued,NULL
ALBUTEROL SULFATE,VENTOLIN,SOLUTION;INHALATION,EQ0.5%BASE,NULL,NDA,19269,GLAXOSMITHKLINE,Discontinued,NULL
ALBUTEROL SULFATE,VENTOLIN,SOLUTION;INHALATION,EQ0.083%BASE,NULL,NDA,19773,GLAXOSMITHKLINE,Discontinued,NULL
ALBUTEROL SULFATE,VENTOLIN,SYRUP;ORAL,EQ2MGBASE/5ML,NULL,NDA,19621,GLAXOSMITHKLINE,Discontinued,NULL
ALBUTEROL SULFATE,VENTOLIN,TABLET;ORAL,"EQ2MGBASE,EQ4MGBASE",NULL,NDA,19112,GLAXOSMITHKLINE,Discontinued,NULL
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,A-S Medication Solutions
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,Dispensing Solutions Inc.
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,GlaxoSmithKline LLC
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,"H.J. Harkins Company, Inc."
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,"NuCare Pharmaceuticals,Inc."
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,"Physicians Total Care, Inc."
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,"Preferred Pharmaceuticals, Inc."
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,Proficient Rx LP
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,Rebel Distributors Corp.
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,REMEDYREPACK INC.
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,STAT RX USA LLC
ALBUTEROL SULFATE,VENTOLIN HFA,"AEROSOL,METERED;INHALATION",0.09MG/INH,BX,NDA,20983,GLAXOSMITHKLINE,Prescription,Unit Dose Services
ALBUTEROL SULFATE,VENTOLIN ROTACAPS,CAPSULE;INHALATION,EQ0.2MGBASE,NULL,NDA,19489,GLAXOSMITHKLINE,Discontinued,NULL
ALBUTEROL SULFATE,VOLMAX,"TABLET,EXTENDEDRELEASE;ORAL","EQ8MGBASE,EQ4MGBASE",NULL,NDA,19604,MURO,Discontinued,NULL
ALBUTEROL SULFATE;IPRATROPIUM BROMIDE,COMBIVENT,"AEROSOL,METERED;INHALATION",EQ0.09MGBASE/INH;0.018MG/INH,NULL,NDA,20291,BOEHRINGER INGELHEIM,Discontinued,NULL
ALBUTEROL SULFATE;IPRATROPIUM BROMIDE,COMBIVENT RESPIMAT,"SPRAY,METERED;INHALATION",EQ0.1MGBASE/INH;0.02MG/INH,NULL,NDA,21747,BOEHRINGER INGELHEIM,Prescription,Boehringer Ingelheim Pharmaceuticals Inc.
ALBUTEROL SULFATE;IPRATROPIUM BROMIDE,DUONEB,SOLUTION;INHALATION,EQ0.083%BASE;0.017%,NULL,NDA,20950,MYLAN SPECIALITY LP,Discontinued,"Eon Labs, Inc."
ALBUTEROL SULFATE;IPRATROPIUM BROMIDE,DUONEB,SOLUTION;INHALATION,EQ0.083%BASE;0.017%,NULL,NDA,20950,MYLAN SPECIALITY LP,Discontinued,"Physicians Total Care, Inc."
ALCAFTADINE,LASTACAFT,SOLUTION/DROPS;OPHTHALMIC,0.25%,NULL,NDA,22134,ALLERGAN,Prescription,"Allergan, Inc."
ALCAFTADINE,LASTACAFT,SOLUTION/DROPS;OPHTHALMIC,0.25%,NULL,NDA,22134,ALLERGAN,Prescription,"Physicians Total Care, Inc."
